datetime,value
2026-01-01,47542.896944444445
2026-01-02,49717.816562500004
2026-01-03,48721.386770833335
2026-01-04,48655.80708333334
2026-01-05,50122.979895833334
2026-01-06,50562.676979166674
2026-01-07,50377.628645833334
2026-01-08,50425.20927083334
2026-01-09,50594.8253125
2026-01-10,49044.278020833335
2026-01-11,48433.94791666667
2026-01-12,49899.0275
2026-01-13,50789.739895833336
2026-01-14,50755.107812500006
2026-01-15,50695.83072916667
2026-01-16,50511.75739583333
2026-01-17,48917.74364583333
2026-01-18,48475.50041666667
2026-01-19,48808.33802083333
2026-01-20,50094.753229166665
2026-01-21,50539.669270833336
2026-01-22,50791.266875
2026-01-23,50427.87239583333
2026-01-24,49232.871875
2026-01-25,48696.911770833336
2026-01-26,50193.49875
2026-01-27,50758.7115625
2026-01-28,50323.055625
2026-01-29,50376.90125
2026-01-30,50184.21197916667
2026-01-31,48743.28958333333
2026-02-01,48429.58208333333
2026-02-02,49607.597916666666
2026-02-03,49962.917604166665
2026-02-04,49844.39875
2026-02-05,50072.07302083333
2026-02-06,49848.75875
2026-02-07,48462.68177083333
2026-02-08,48064.191249999996
2026-02-09,49732.21083333333
2026-02-10,49901.113229166665
2026-02-11,49640.692395833335
2026-02-12,49716.26885416667
2026-02-13,49537.36479166667
2026-02-14,48112.67270833333
2026-02-15,47687.893124999995
2026-02-16,47887.2096875
2026-02-17,49108.47083333333
2026-02-18,49469.82927083333
2026-02-19,49432.17114583333
2026-02-20,49268.83708333333
2026-02-21,48129.990625000006
2026-02-22,47556.175937500004
2026-02-23,48995.35197916667
2026-02-24,49220.7284375
2026-02-25,49183.93833333333
2026-02-26,49158.38958333334
2026-02-27,49002.24020833333
2026-02-28,47658.820625
2026-03-01,47178.322604166664
2026-03-02,48760.38229166667
2026-03-03,48891.814687499995
2026-03-04,48944.535312500004
2026-03-05,48852.39750000001
2026-03-06,48816.68
2026-03-07,47521.00822916667
2026-03-08,47388.19458333334
2026-03-09,48663.23125
2026-03-10,48907.427395833336
2026-03-11,48981.816875
2026-03-12,48842.87291666667
2026-03-13,48731.43625
2026-03-14,47316.57697916667
2026-03-15,47114.393645833334
2026-03-16,48589.214791666665
2026-03-17,48870.40416666666
2026-03-18,48845.284895833334
2026-03-19,49005.238020833334
2026-03-20,48860.34645833333
2026-03-21,47343.0309375
2026-03-22,46981.9928125
2026-03-23,48598.091875
2026-03-24,48916.95958333333
2026-03-25,48967.501875
2026-03-26,48923.48510416667
2026-03-27,49009.99302083334
2026-03-28,47517.103541666664
2026-03-29,47057.1484375
2026-03-30,48729.1015625
2026-03-31,49315.74354166666
2026-04-01,50737.062999999995
